trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",30,0,-183.7561522239131,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-229.5207983039864,"{0: 11, 1: 2, 2: 7, 3: 2, 4: 3}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,0,-186.42684422049274,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,0,-68.98955746868398,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-77.99289946913801,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-81.04728414577846,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",25,0,-151.96213000376054,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-72.55840294132065,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,0,-79.33977178953904,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-94.43417011077497,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-184.45505173356187,"{0: 7, 1: 5, 2: 5, 3: 0, 4: 3}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",20,0,-57.500293342782626,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-85.6270532076974,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-192.36885211943132,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",30,0,-120.89813775545073,"{0: 18, 1: 7, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",20,0,-215.81932976317495,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-116.20517117611509,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",25,0,-117.07589538807784,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",25,0,-109.27721563281732,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 1}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",20,0,-114.69445946333701,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",25,0,-120.31068767422136,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",1
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",30,17,-38.20847571417764,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",25,0,-170.77996994227993,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,12,-42.21008475178167,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,0,-172.09557587805884,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-90.0978114943911,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",20,0,-61.85739855992342,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,16,-65.25641050264261,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",30,0,-158.04307331071433,"{0: 18, 1: 5, 2: 3, 3: 2, 4: 2}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-115.65462963406306,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,0,-94.50552484360887,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",35,0,-103.56430524349967,"{0: 20, 1: 9, 2: 4, 3: 2, 4: 0}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",25,0,-55.705902931141644,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-89.21170972940345,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",30,0,-93.14190428186797,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,0,-154.53714447704635,"{0: 12, 1: 2, 2: 6, 3: 5, 4: 0}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,15,-6.778265645748196,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-117.6828832934772,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",20,14,-51.82297104977155,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-150.8283151962317,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",20,0,-128.78670543906267,"{0: 10, 1: 0, 2: 6, 3: 4, 4: 0}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-100.35234050651411,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",25,0,-136.03273613007568,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",30,0,-119.51594942976,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-161.58762533651642,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-75.2082748296671,"{0: 11, 1: 7, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",25,16,17.73854104245862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.002, 'e': 0.910282762240767}",25,0,-113.81966495928963,"{0: 13, 1: 5, 2: 4, 3: 3, 4: 0}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,0,-155.99504196977625,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",25,0,-164.31749876098587,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-146.97210617867887,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",30,8,-15.784597510526837,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,7,-139.75776532205495,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 2}",1
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-108.2079080022707,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",30,0,-226.3998777482919,"{0: 19, 1: 0, 2: 3, 3: 5, 4: 3}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,7,-38.75006718428203,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",25,0,-200.27482837885714,"{0: 10, 1: 5, 2: 7, 3: 0, 4: 3}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-50.67677331971025,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",35,0,-118.97231266439351,"{0: 25, 1: 3, 2: 5, 3: 0, 4: 2}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",20,0,-110.56301719901131,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",35,20,-37.13720727942274,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",25,0,-22.180820587328448,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",20,0,-145.0369377869899,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",35,0,-166.73935831540598,"{0: 21, 1: 3, 2: 7, 3: 3, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",25,10,-40.67614401970635,"{0: 8, 1: 4, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",25,0,-180.10265895014612,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",30,0,-15.283151261578636,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",25,14,-41.789685615564565,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 0}",1
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-36.242914519418306,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-107.42055153994218,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",35,0,-214.69226790261405,"{0: 20, 1: 7, 2: 4, 3: 0, 4: 4}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",25,0,-125.4448924644636,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-111.03495822120044,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",25,0,-102.40436291368066,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",20,0,-145.58688381948198,"{0: 9, 1: 0, 2: 8, 3: 2, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,0,-70.68107643747202,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",30,0,-153.96844126884108,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,9,-6.19128414982147,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,0,-215.48197793708295,"{0: 10, 1: 3, 2: 8, 3: 1, 4: 3}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",25,0,-81.39645274558491,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",25,0,-72.56835608172116,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",25,0,-123.80122390513046,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,12,-12.812491792420545,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",30,0,-173.32588127721252,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,0,-114.89926704131445,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,0,-61.5645990316049,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",25,0,-50.06416164969455,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",30,0,-15.062244475887908,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-204.9112052317989,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",30,0,-182.97149043647136,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-118.43616623031788,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,3,-60.10838048846434,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-78.03551686660747,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-39.717981026139185,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-40.08382490757272,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",30,0,-43.58222791666658,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",35,0,-82.40773377893812,"{0: 24, 1: 4, 2: 5, 3: 2, 4: 0}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-81.92491872008773,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,0,-131.20524820990488,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,0,-77.0962489887693,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,0,-26.37393316921879,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,0,-42.19082631929858,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,8,-24.31309016653173,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",30,0,-134.3016146903085,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",25,0,-147.10321389636712,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-140.0948028309334,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,0,-39.17903493205445,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,0,-41.10104347801109,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,5,-101.03533357743268,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-19.264579658844042,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",30,0,-113.44372243847663,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,3,-46.147763512135754,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 0}",1
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,0,-116.13960684297196,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",25,0,-20.615969601063263,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-117.46374777274666,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-102.86323659259044,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,12,-40.26852985837807,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 0}",1
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,0,-145.0023028620221,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",25,0,-72.08700423653646,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-131.7714155507123,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,0,-150.97232738203755,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",30,0,-129.1097456488474,"{0: 21, 1: 1, 2: 4, 3: 3, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-66.4537184440676,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,0,-86.80497095201963,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-149.4356152817871,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",30,0,-207.46837830534938,"{0: 19, 1: 4, 2: 1, 3: 2, 4: 4}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",30,0,-120.60034585872707,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",25,0,-56.606542334837336,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,0,-104.48690224861465,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",30,2,-83.19137201858885,"{0: 20, 1: 0, 2: 7, 3: 0, 4: 1}",1
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,0,-33.984843893741825,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",30,0,-168.8936907110952,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,2,-16.508252461100025,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",25,0,-107.36557884341131,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-128.4718233500463,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",25,0,-56.79415887739842,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",30,0,-156.3889556374391,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",25,0,-108.05705673402498,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,4,-14.68488132032607,"{0: 16, 1: 4, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,1,-148.24232242970677,"{0: 16, 1: 1, 2: 2, 3: 3, 4: 2}",1
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",30,0,-86.2918848840939,"{0: 20, 1: 5, 2: 2, 3: 3, 4: 0}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",30,0,-23.53957833391988,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",30,13,-36.84837387301335,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-37.682538379150316,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",35,0,-147.8012368991667,"{0: 21, 1: 8, 2: 3, 3: 1, 4: 2}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,0,-76.66039326478028,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",35,0,-20.28155056029531,"{0: 28, 1: 3, 2: 4, 3: 0, 4: 0}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,0,-51.22418826569972,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,0,-22.227711067186178,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,9,-47.92900940426353,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",25,18,0.25866449025518423,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",30,0,-92.430262694064,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,1,-73.00150223714486,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 1}",1
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",25,0,-69.28414164164661,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",35,0,-132.0299324255522,"{0: 24, 1: 5, 2: 2, 3: 2, 4: 2}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,0,-56.98220883729326,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,13,-57.961679982109764,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",25,7,-32.167933444926135,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,15,-11.00623697065717,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",25,0,-218.4450466615425,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",25,9,-68.0516081747179,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",25,0,-118.2092205559352,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",25,13,-19.503306082935858,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",20,9,-14.984407654433216,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,0,-85.90945016345816,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",20,0,-74.84197866580176,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,0,-106.31655586610144,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,2,-124.06818673095756,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 2}",1
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,0,-103.47145278231338,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",25,19,10.630167659546137,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,0,-123.54425901970225,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,9,-100.88905281594505,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 2}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-116.19123514604848,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065016}",25,0,-72.49330089944725,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",25,0,-64.96883512389518,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",25,0,-67.79775437389281,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,4,-121.50700588752312,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 2}",1
178,False,"{'a': 0.002, 'e': 0.701874967355394}",20,0,-84.24944011380141,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-28.622089403675332,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",30,0,-29.963889074735736,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 0}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",25,0,-130.6232428516187,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-95.99179473149181,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-51.95890845941536,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,0,-72.94558871823125,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
