trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
510,False,"{'a': 0.002, 'e': 0.36131685172433853}",30,0,-72.93201905713333,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
511,False,"{'a': 0.002, 'e': 0.3605949401730783}",30,0,11.464066600638894,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.002, 'e': 0.35987447100205955}",25,14,5.782155576697468,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,0,-25.45067403728683,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
514,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,0,-33.438541896935725,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
515,False,"{'a': 0.002, 'e': 0.3577216889804542}",20,9,-28.872471566585773,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3570069605691474}",25,7,16.707573686519986,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.002, 'e': 0.3562936601861588}",20,0,-33.63316698206118,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
518,False,"{'a': 0.002, 'e': 0.35558178497828613}",20,10,17.903225808639146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.3548713320980274}",35,15,-43.4393083499896,"{0: 15, 1: 2, 2: 0, 3: 3, 4: 0}",1
520,False,"{'a': 0.002, 'e': 0.35416229870357024}",20,6,0.4287512005021108,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.002, 'e': 0.35345468195878016}",20,2,-37.49196279715443,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
522,False,"{'a': 0.002, 'e': 0.3527484790331891}",20,11,-5.106132765631375,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",20,12,6.566637113691193,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",35,5,19.980256683450737,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,9,3.769876267190825,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",25,2,14.824983011784681,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",30,10,-95.36325401526597,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",1
528,False,"{'a': 0.002, 'e': 0.348540793887764}",25,8,-4.112187605924257,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",20,5,2.4443789469384933,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",20,3,-33.49129407636503,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",20,6,23.43983938062152,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",35,21,-1.2885741793865755,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",20,1,-15.129775346077293,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",20,8,-20.327209298475623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",20,0,-130.66434558948845,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",20,0,-13.400231394995604,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,0,-5.723201702189043,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,0,-23.74790254104396,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,10,-2.390760132566857,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",25,0,-67.64119067666515,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",20,5,-24.35998555425727,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",30,19,9.758545710188747,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",35,26,15.907504703841806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",25,5,-13.503350292966104,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",25,7,-32.10283438924715,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
546,False,"{'a': 0.002, 'e': 0.33621649370673334}",25,16,16.446948851168955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",20,6,-61.297402721208826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",20,5,5.448061518501946,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",20,12,-10.466087792133441,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,0,-59.83005683779324,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",20,6,-33.216124179664675,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",25,2,5.090993230791937,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",25,18,9.773577629763441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",25,17,15.644882419136069,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",30,20,4.030817435241309,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,13,12.458970072292727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",20,12,15.066414297206242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",25,6,-31.553668590556047,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,2,19.413243604974397,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",20,6,7.160995334588064,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",25,17,17.782496970495664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",20,0,-14.684451386274063,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
563,False,"{'a': 0.002, 'e': 0.324977282206064}",20,13,4.909785936576478,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",25,3,11.81084999726265,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",25,0,-9.095937213704243,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,0,8.950030017598824,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",20,15,6.689837770321827,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",25,7,-1.7019826382525582,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,0,8.670113630806886,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",25,14,18.183041571970946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",30,12,-15.701379094423062,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",25,0,-35.099410776393256,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",25,2,12.400617111810833,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",25,0,4.686508109990884,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",20,4,15.95520210873052,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",20,7,3.927064848909018,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",30,1,-14.549215296860043,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",30,0,-100.27678805429082,"{0: 23, 1: 3, 2: 0, 3: 2, 4: 2}",0
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,7,20.668786900939264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",35,26,17.519082876959164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,7,-43.35371444575131,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,0,-61.11387626014319,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",20,0,-1.0328493031405632,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",20,0,26.826499326401958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",20,10,6.316868944362662,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",25,8,-64.15669403985378,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,9,19.043423459821895,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.3091279531286804}",25,17,16.581079961807113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",30,23,-11.793931802016871,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",20,3,-16.373403387596547,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,13,-38.57040397718277,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",20,0,-9.1455519309247,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,8,5.538070979982648,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",30,15,-79.56699790525141,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",25,13,-79.61731027006938,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",25,20,8.634870911073454,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",20,14,-2.2091866954403,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",20,6,-26.897241186896043,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",20,0,17.884792311235657,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",20,0,-45.10550053599339,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",20,0,9.780850811773414,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
602,False,"{'a': 0.002, 'e': 0.30059242547541}",20,15,4.111849162202409,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",35,9,14.827645147888468,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,7,-8.389549607044886,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,14,16.452522213089747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,0,0.8812664730324444,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",20,1,-72.65198692228535,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,0,26.826429044951905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,1,-21.696030897362863,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 1}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,2,12.72974287409054,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",30,4,-33.41264448301226,"{0: 21, 1: 2, 2: 1, 3: 2, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",20,4,-16.478864399697994,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",30,20,-44.9559888275553,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",25,7,14.912593354441386,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",30,4,0.4540372326140756,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,14,12.440141657255765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,16,8.449849645990454,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",30,0,8.686153598332398,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,11,4.673517209733169,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",20,0,8.304105941766993,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",25,6,-16.123469990918892,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,0,4.235126014148316,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",25,9,-39.820183132181846,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",30,2,-55.67618408177296,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 1}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",25,8,14.110725873534518,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,12,0.8446650421887312,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,1,7.826896303831432,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,5,-43.06543955572797,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,0,-20.705520868289945,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,10,2.960588936016279,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",35,19,16.395065563888746,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,8,-11.344403480582928,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",25,14,-22.2655074541502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",20,16,9.048855391808184,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,6,-27.64950363434985,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",20,3,19.77411149108293,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,0,-19.459403594302824,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
638,False,"{'a': 0.002, 'e': 0.27971053895169634}",20,3,17.045721937136015,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,3,-35.08230074472797,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",25,18,1.9247343503848044,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",25,11,-12.550859484551767,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,14,9.937048842033219,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,6,13.95874663431087,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",25,14,-14.8049383333261,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",30,9,12.869043018829705,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,0,10.564208179504243,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",20,6,8.214185407231552,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",25,3,-9.492952231101043,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",25,0,21.576345797185162,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,0,-19.437201134469376,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",20,4,14.727519049829251,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",20,10,-1.9575331870489254,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",35,22,16.2637720463135,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",35,13,-28.727516677922157,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",25,0,-48.25501007839353,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",25,0,-90.539764412449,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,9,-57.32005007805208,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",25,7,-20.508149913683916,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,0,-18.26503192300735,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",30,7,23.19331993253844,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",30,3,2.908337853536606,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",25,8,-6.580899044479704,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",30,0,41.301709137903785,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,6,-28.476778102113105,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,6,10.77844306912142,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",20,2,19.822232735621785,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,10,18.497421643473746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",25,0,-0.48069935765904015,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",30,1,-40.21103536566328,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 1}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,8,0.490503911555211,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",30,11,-66.91202291726513,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",25,14,-23.991076173805148,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",25,9,10.555166627100597,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,8,17.95112402733845,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",30,12,30.565773984533223,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,11,-3.9107320057241313,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",25,0,11.38543982518211,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",30,8,19.510357917082437,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",20,13,12.982250105529193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",30,24,12.046655186173615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,0,-83.65942938677212,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",30,2,42.6693586115947,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",30,16,26.31499272415713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",20,2,5.760943695279375,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",25,15,19.148964482300656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",25,0,-20.225544248933378,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,0,-38.7252844623475,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",20,14,11.805739584470357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,16,5.531927257896065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",20,2,2.669886757123777,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",25,0,12.125989763651305,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",25,1,-7.798004750552415,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,0,19.369387966464384,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",25,11,10.942411735585573,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
